243,753,,,,
240,756,,,,
239,759,,,,
240,762,,,,
242,767,,,,
248,770,,,,
253,773,,,,
261,775,,,,
262,781,,,,
261,784,,,,
261,790,,,,
265,792,,,,
271,793,,,,
275,796,,,,
282,796,,,,
289,796,,,,
291,794,,,,
294,787,,,,
293,782,,,,
298,783,,,,
305,784,,,,
314,782,,,,
320,779,,,,
324,777,,,,
325,775,,,,
324,769,,,,
315,754,,,,
312,747,,,,
311,741,,,,
314,741,,,,
318,742,,,,
331,747,,,,
335,749,,,,
362,751,,,,
368,750,,,,
371,749,,,,
375,752,,,,
377,756,,,,
377,766,,,,
382,772,,,,
388,781,,,,
392,784,,,,
395,782,,,,
401,776,,,,
420,778,,,,
421,774,,,,
425,775,,,,
431,784,,,,
438,784,,,,
442,777,,,,
451,771,,,,
452,763,,,,
455,754,,,,
458,749,,,,
462,747,,,,
466,749,,,,
471,757,,,,
474,762,,,,
482,763,,,,
489,762,,,,
503,758,,,,
518,753,,,,
519,728,,,,
530,727,,,,
529,742,,,,
534,744,,,,
539,743,,,,
544,739,,,,
550,729,,,,
556,722,,,,
562,716,,,,
564,712,,,,
563,709,,,,
559,704,,,,
556,701,,,,
553,701,,,,
550,703,,,,
543,703,,,,
539,702,,,,
536,700,,,,
535,696,,,,
535,691,,,,
536,680,,,,
534,662,,,,
531,652,,,,
531,648,,,,
541,647,,,,
545,651,,,,
548,651,,,,
550,649,,,,
556,648,,,,
570,646,,,,
572,639,,,,
577,637,,,,
580,637,,,,
580,626,,,,
586,622,,,,
600,622,,,,
598,578,,,,
600,551,,,,
604,549,,,,
601,547,,,,
588,542,,,,
589,537,,,,
589,503,,,,
602,500,,,,
613,502,,,,
630,498,,,,
641,500,,,,
648,500,,,,
653,492,,,,
657,491,,,,
660,484,,,,
663,465,,,,
662,442,,,,
658,440,,,,
658,434,,,,
659,429,,,,
659,422,,,,
653,417,,,,
646,417,,,,
640,421,,,,
628,424,,,,
626,423,,,,
624,414,,,,
619,414,,,,
615,414,trim,,,
612,413,trim,,,
609,412,trim,,,
607,410,trim,,,
605,406,trim,,,
604,401,trim,,,
605,396,trim,,,
610,390,trim,,,
620,384,trim,,,
632,380,trim,,,
658,374,trim,,,
689,353,trim,,,
697,348,trim,,,
708,344,trim,,,
719,341,trim,,,
731,337,trim,,,
739,333,trim,,,
746,326,trim,,,
751,319,trim,,,
756,312,trim,,,
760,304,trim,,,
765,298,trim,,,
770,288,trim,,,
777,275,trim,,,
779,268,trim,,,
781,258,trim,,,
783,250,trim,,,
785,245,trim,,,
787,242,trim,,,
790,239,trim,,,
794,237,trim,,,
796,236,,,,
798,233,,,,
798,226,,,,
796,221,,,,
795,219,,,,
796,216,,,,
801,211,,,,
808,202,,,,
810,185,,,,
808,173,,,,
804,169,,,,
803,162,,,,
806,158,,,,
803,153,,,,
800,146,,,,
801,142,,,,
803,138,,,,
803,131,,,,
796,131,,,,
791,123,,,,
792,120,,,,
798,112,,,,
797,100,,,,
796,96,,,,
798,91,,,,
799,84,,,,
803,79,,,,
801,76,,,,
793,77,,,,
791,71,,,,
794,67,,,,
792,62,,,,
790,60,,,,
789,54,,,,
795,52,,,,
797,48,,,,
796,43,,,,
788,42,,,,
781,35,,,,
781,29,,,,
772,18,,,,
752,20,,,,
734,18,,,,
732,22,,,,
733,27,,,,
734,31,,,,
733,35,,,,
720,34,,,,
699,33,,,,
693,35,,,,
688,41,,,,
681,41,,,,
677,39,,,,
666,39,,,,
663,41,,,,
660,40,,,,
656,36,,,,
651,36,,,,
648,41,,,,
647,46,,,,
641,47,,,,
631,41,,,,
635,36,,,,
634,32,,,,
632,28,,,,
627,32,,,,
625,35,,,,
621,32,,,,
620,27,,,,
615,27,,,,
612,32,,,,
603,34,,,,
602,39,,,,
597,42,,,,
590,39,,,,
588,39,,,,
587,41,,,,
587,47,,,,
583,46,,,,
583,39,,,,
582,29,,,,
564,27,,,,
563,19,,,,
558,20,,,,
556,24,,,,
554,29,,,,
550,34,,,,
542,35,,,,
533,38,,,,
531,47,,,,
519,50,,,,
517,62,,,,
520,73,,,,
513,86,,,,
512,93,,,,
517,95,,,,
515,105,,,,
512,123,,,,
502,129,,,,
494,129,,,,
476,124,,,,
468,120,,,,
460,111,,,,
456,108,,,,
450,107,,,,
442,96,,,,
442,88,,,,
443,80,,,,
444,72,,,,
440,67,,,,
434,66,,,,
426,69,,,,
423,74,,,,
417,79,,,,
412,80,,,,
407,78,,,,
404,74,,,,
401,68,,,,
402,58,,,,
400,48,,,,
396,45,,,,
391,46,,,,
382,51,,,,
376,53,,,,
371,53,,,,
366,51,,,,
360,42,,,,
345,32,,,,
