338,28,608,590,108.865956,34.275611
336,30,591,348,108.854989,34.397467
335,33,,,,
326,37,,,,
317,42,,,,
315,44,,,,
313,47,,,,
314,50,,,,
315,57,,,,
316,61,,,,
317,64,,,,
318,66,,,,
320,67,,,,
323,67,,,,
325,68,,,,
328,69,,,,
331,69,,,,
332,70,,,,
332,72,,,,
331,73,,,,
331,85,,,,
332,103,,,,
330,106,,,,
320,110,,,,
314,111,,,,
309,112,,,,
308,115,,,,
309,119,,,,
310,125,,,,
312,129,,,,
315,130,,,,
320,128,,,,
325,129,,,,
332,130,,,,
335,133,,,,
336,137,,,,
338,141,,,,
340,144,,,,
341,149,,,,
340,152,,,,
326,153,,,,
324,156,,,,
324,160,,,,
325,163,,,,
327,172,,,,
327,177,,,,
325,182,,,,
320,183,,,,
318,181,,,,
317,178,,,,
314,178,,,,
311,179,,,,
308,180,,,,
306,178,,,,
304,179,,,,
304,182,,,,
304,189,,,,
305,194,,,,
304,205,,,,
305,209,,,,
307,210,,,,
312,208,,,,
314,209,,,,
317,210,,,,
321,213,,,,
324,217,,,,
324,223,,,,
325,227,,,,
326,233,,,,
327,239,,,,
331,243,,,,
335,246,,,,
339,249,,,,
343,253,,,,
346,255,,,,
351,254,,,,
353,258,,,,
355,261,,,,
359,260,,,,
362,259,,,,
365,261,,,,
365,265,,,,
366,268,,,,
366,272,,,,
366,276,,,,
363,284,,,,
362,287,,,,
355,292,,,,
352,295,,,,
353,300,,,,
355,310,,,,
355,313,,,,
347,314,,,,
340,315,,,,
333,317,,,,
328,318,,,,
322,320,,,,
311,320,,,,
309,321,,,,
305,321,,,,
299,316,,,,
297,315,,,,
293,315,,,,
291,317,,,,
291,319,,,,
287,321,,,,
284,322,,,,
280,321,,,,
275,320,,,,
275,316,,,,
272,316,,,,
268,314,,,,
268,308,,,,
267,304,,,,
267,301,,,,
265,300,,,,
262,300,,,,
258,301,,,,
253,302,,,,
248,303,,,,
244,302,,,,
243,296,,,,
242,289,,,,
240,282,,,,
239,273,,,,
237,271,,,,
234,272,,,,
229,273,,,,
223,275,,,,
215,278,,,,
206,282,,,,
198,286,,,,
190,290,,,,
184,294,,,,
183,295,,,,
182,294,,,,
181,291,,,,
180,286,,,,
178,284,,,,
175,284,,,,
174,278,,,,
173,271,,,,
173,267,,,,
172,265,,,,
169,264,,,,
157,264,,,,
154,262,,,,
147,258,,,,
142,254,,,,
136,254,,,,
133,255,,,,
130,256,,,,
129,258,,,,
129,260,,,,
130,266,,,,
131,270,,,,
134,276,,,,
138,279,,,,
139,286,,,,
139,297,,,,
134,300,,,,
131,301,,,,
127,305,,,,
124,309,,,,
124,314,,,,
122,318,,,,
122,321,,,,
123,324,,,,
127,325,,,,
131,327,,,,
136,329,,,,
140,330,,,,
142,332,,,,
143,335,,,,
144,347,,,,
139,347,,,,
136,346,,,,
133,348,,,,
130,345,,,,
129,348,,,,
129,352,,,,
124,353,,,,
123,356,,,,
114,357,,,,
105,357,,,,
104,351,,,,
101,351,,,,
99,354,,,,
96,352,,,,
94,353,,,,
91,355,,,,
89,357,,,,
87,362,,,,
84,366,,,,
82,372,,,,
81,376,,,,
80,381,,,,
78,383,,,,
76,382,,,,
70,382,,,,
69,383,,,,
66,383,,,,
64,381,,,,
62,380,,,,
60,380,,,,
58,382,,,,
57,385,,,,
55,386,,,,
52,386,,,,
50,384,,,,
46,384,,,,
44,392,,,,
28,392,,,,
26,389,,,,
22,392,,,,
21,398,,,,
18,402,,,,
20,406,,,,
21,411,,,,
24,413,,,,
23,417,,,,
20,422,,,,
18,422,,,,
17,420,,,,
15,424,,,,
13,427,,,,
14,430,,,,
18,431,,,,
23,433,,,,
23,440,,,,
21,443,,,,
24,446,,,,
29,449,,,,
33,457,,,,
37,461,,,,
41,460,,,,
42,469,,,,
46,472,,,,
45,480,,,,
46,483,,,,
47,487,,,,
49,491,,,,
53,492,,,,
56,491,,,,
60,490,,,,
67,486,,,,
73,482,,,,
80,480,,,,
86,479,,,,
95,480,,,,
103,481,,,,
108,481,,,,
113,478,,,,
117,475,,,,
121,473,,,,
126,472,,,,
126,467,,,,
128,466,,,,
129,468,,,,
130,470,,,,
131,471,,,,
134,471,,,,
136,470,,,,
138,472,,,,
144,469,,,,
154,465,,,,
171,461,,,,
186,458,,,,
201,452,,,,
214,449,,,,
218,447,,,,
222,445,,,,
221,443,,,,
220,441,,,,
221,439,,,,
227,435,,,,
231,432,,,,
236,430,,,,
241,429,,,,
247,429,,,,
254,426,,,,
259,424,,,,
261,422,,,,
263,425,,,,
264,428,,,,
265,433,,,,
267,436,,,,
269,435,,,,
271,434,,,,
275,432,,,,
278,430,,,,
280,432,,,,
280,437,,,,
282,440,,,,
284,441,,,,
287,439,,,,
292,436,,,,
293,435,,,,
293,433,,,,
292,431,,,,
291,428,,,,
295,425,,,,
298,423,,,,
298,420,,,,
297,415,,,,
300,412,,,,
303,410,,,,
307,409,,,,
311,409,,,,
313,413,,,,
314,414,,,,
316,414,,,,
318,412,,,,
319,415,,,,
321,420,,,,
323,421,,,,
326,419,,,,
328,417,,,,
331,415,,,,
335,419,,,,
337,422,,,,
339,424,,,,
341,424,,,,
344,422,,,,
347,420,,,,
348,418,,,,
348,416,,,,
352,414,,,,
359,412,,,,
368,411,,,,
371,409,,,,
379,407,,,,
390,401,,,,
398,397,,,,
402,394,,,,
403,391,,,,
412,389,,,,
428,389,,,,
439,390,,,,
441,396,,,,
452,397,,,,
457,396,,,,
462,399,,,,
468,407,,,,
473,415,,,,
479,422,,,,
479,426,,,,
476,429,,,,
470,434,,,,
462,440,,,,
455,443,,,,
448,447,,,,
441,450,,,,
435,452,,,,
430,452,,,,
427,456,,,,
424,459,,,,
420,462,,,,
415,465,,,,
409,470,,,,
403,475,,,,
395,477,,,,
388,479,,,,
381,481,,,,
373,485,,,,
367,489,,,,
360,491,,,,
355,492,,,,
346,495,,,,
339,500,,,,
335,505,,,,
331,510,,,,
324,517,,,,
316,526,,,,
311,534,,,,
307,543,,,,
304,554,,,,
304,561,,,,
304,569,,,,
298,578,,,,
293,586,,,,
286,595,,,,
266,610,,,,
253,616,,,,
243,620,,,,
244,626,,,,
246,632,,,,
246,649,,,,
247,665,,,,
245,672,,,,
238,672,,,,
235,681,,,,
234,687,,,,
236,693,,,,
238,705,,,,
236,718,,,,
230,722,,,,
221,726,,,,
215,730,,,,
214,737,,,,
216,742,,,,
222,743,,,,
227,741,,,,
232,741,,,,
239,742,,,,
240,745,,,,
243,748,,,,
