108.8065034,34.250577
108.8066945,34.2480216
108.8055829,34.247867
108.805774,34.245682
108.8076473,34.2457419
108.8076722,34.2449782
108.8073766,34.2447902
108.8067754,34.2448216
108.8067344,34.2445119
108.8073476,34.2445491
108.8073169,34.2433884
108.8052994,34.2420454
108.8048403,34.2420846
108.8047255,34.2430187
108.8029358,34.2430478
108.8026127,34.2386794
108.8040882,34.2398824
108.8038195,34.2368109
108.8036671,34.235052
108.8034933,34.2350331
108.8034669,34.2345402
108.8035416,34.2339727
108.8037629,34.2333626
108.8042187,34.2326037
108.8053735,34.2331736
108.8053494,34.2332995
108.8060489,34.2336777
108.806474,34.2323361
108.807101,34.232412
108.8082005,34.2324422
108.8082296,34.2333839
108.8093181,34.2333812
108.8093381,34.2316673
108.8099796,34.2315798
108.8099875,34.2300674
108.8112252,34.2300464
108.8112502,34.2287448
108.815176,34.2286381
108.8152035,34.2279362
108.8159257,34.2278444
108.8159992,34.2242229
108.8151232,34.2245566
108.8151459,34.2230272
108.8144416,34.2230282
108.8148464,34.2214049
108.8128912,34.2211874
108.8122097,34.2215779
108.8119555,34.2207135
108.8115102,34.2169256
108.8101589,34.2168403
108.8099141,34.2150963
108.8109175,34.2151643
108.8109423,34.2108769
108.811515,34.2109131
108.8115393,34.2114268
108.8165897,34.2111176
108.8166844,34.2102641
108.817426,34.2105373
108.8172465,34.2117994
108.8209346,34.2118277
108.8206367,34.2139301
108.8219988,34.2139912
108.8218256,34.2159986
108.8251091,34.2162984
108.8263891,34.2159251
108.8261269,34.2171828
108.8268657,34.2173242
108.8273948,34.2162918
108.8284046,34.2138489
108.8271591,34.2136586
108.8276414,34.2120239
108.8258885,34.211534
108.8274055,34.2095757
108.826425,34.2091822
108.8271217,34.2082399
108.8256024,34.2069111
108.8241547,34.2081974
108.8232433,34.2075203
108.8241874,34.2054626
108.82392,34.2052547
108.8237953,34.2050365
108.822442,34.2037923
108.8227631,34.2018316
108.8233315,34.2018671
108.8237141,34.2011789
108.8217516,34.2010097
108.821646,34.2015937
108.8221178,34.2017002
108.8219668,34.2022498
108.8211348,34.2020654
108.8212766,34.2015453
108.8195727,34.2010452
108.8198341,34.1981294
108.8202882,34.1946873
108.8220319,34.1950034
108.8251367,34.1954812
108.828424,34.1960382
108.8287847,34.1954301
108.8344988,34.196372
108.8348868,34.1945513
108.8351183,34.1933186
108.8364264,34.1946133
108.8368274,34.1919775
108.8389787,34.1921358
108.8398038,34.1884711
108.8433637,34.1885253
108.8436805,34.18667
108.843081,34.1866353
108.843121,34.1855805
108.8431843,34.1850991
108.8441671,34.1856298
108.8447078,34.183366
108.8477406,34.183335
108.8478671,34.1822549
108.851028,34.1823271
108.8511157,34.181434
108.8524009,34.1813573
108.8524436,34.180431
108.8528755,34.1802616
108.8528311,34.1813342
108.8527441,34.1823519
108.8549645,34.182546
108.8574074,34.1828804
108.8606565,34.1802598
108.8624437,34.1802703
108.8619895,34.1780657
108.86282,34.1781381
108.8628692,34.1790993
108.8640538,34.1792134
108.8650599,34.1792161
108.871512,34.179258
108.872426,34.1791108
108.8724505,34.1814122
108.8758475,34.1814594
108.8758821,34.181648
108.8757931,34.1839268
108.8764408,34.1839347
108.8764735,34.1814807
108.8771226,34.1814805
108.8771015,34.183912
108.8774294,34.1838726
108.8775172,34.1816083
108.8778175,34.1816429
108.877803,34.1792792
108.8770513,34.1788822
108.8771898,34.1761666
108.877586,34.1683584
108.8784834,34.1683584
108.8785121,34.16693
108.878043,34.165808
108.8822594,34.1663242
108.8849468,34.1657721
108.8857785,34.1666536
108.8861555,34.1675528
108.889551,34.1676261
108.8896323,34.169029
108.8921622,34.1690829
108.89231,34.169619
108.8936051,34.1696236
108.8936705,34.1708551
108.8943607,34.1708976
108.8943358,34.1722362
108.8971957,34.1722059
108.8971483,34.1716034
108.8976634,34.1716021
108.8976712,34.1705929
108.8982647,34.1705834
108.8985888,34.1696327
108.9014835,34.1695941
108.9015901,34.1691991
108.9023938,34.1690926
108.9027198,34.1690403
108.9048126,34.1688122
108.9056327,34.1719786
108.9063513,34.1719901
108.9064946,34.1725699
108.9069186,34.1723103
108.9073795,34.1730457
108.9077707,34.173116
108.9075588,34.1720965
108.9081269,34.1716666
108.9090005,34.1744183
108.9098646,34.1743109
108.9120729,34.1764947
108.9128277,34.1760478
108.912979,34.1756153
108.9132155,34.1755971
108.9131639,34.1762865
108.9129679,34.1767847
108.9140979,34.1789391
108.9164736,34.1788669
108.9165654,34.1815313
108.9190867,34.1815481
108.9189411,34.1804783
108.9196481,34.1803757
108.9198957,34.1813117
108.9202787,34.1813024
108.9210388,34.1803916
108.9224107,34.1802091
108.9252668,34.1797152
108.9252583,34.1795761
108.9244127,34.1796042
108.9243988,34.1789192
108.9289692,34.1790026
108.9291275,34.1804155
108.9303347,34.1804453
108.9303269,34.1801519
108.9305719,34.1801302
108.9304131,34.1790464
108.9306139,34.1790192
108.9309154,34.1799059
108.9312749,34.1799199
108.9312895,34.1777157
108.9342396,34.1775587
108.9348965,34.1788619
108.9357259,34.1788018
108.9357665,34.1791444
108.9383586,34.1794865
108.9384871,34.1788822
108.9404369,34.1788758
108.9403862,34.1783515
108.9411913,34.1780283
108.9407345,34.1762975
108.9407374,34.1761164
108.9438549,34.1761867
108.944426,34.176085
